id_cliente,nombre,edad,fecha_registro,ultimo_login,pais,ciudad,nro_compras,total_gastado,metodo_pago_preferido,dispositivo,compro_en_campania_pasada
3628,María,35,2020-12-24,2021-10-16,COLOMBIA,Buenos Aires,4,78.6,efectivo,Pc,1
3629,Laura,19,2015-12-25,2021-01-24,Perú,bogota,6,22.46,efectivo,móvil,1
3630,Laura,16,2017-01-23,2018-12-17,colombia,,7,691.69,,tablet,0
3631,Laura,50,2019-05-22,2019-09-07,colombia,Bogotá,4,229.26,tarjeta,tablet,1
3632,desconocido,8,2016-02-08,2018-12-30,mexico,Medellín,4,3.88,Efectivo,,1
3633,Juan,32,2018-05-10,2019-04-07,mexico,bogota,5,129.06,Efectivo,,0
3634,Sofía,70,,,mexico,Lima,3,61.18,Efectivo,móvil,1
3635,Sofía,40,2021-04-16,2025-10-26,ARGENTINA,CDMX,0,155.29,,Pc,0
3636,Carlos,32,2021-10-29,2023-02-23,peru,Buenos Aires,5,39.36,,tablet,0
3637,Laura,14,2015-10-05,2016-08-31,COLOMBIA,bogota,5,11.71,tarjeta,Móvil,0
3638,desconocido,54,2015-04-22,2018-08-01,peru,Buenos Aires,1,78.07,Tarjeta,Pc,0
3639,Carlos,49,2020-06-09,2021-02-14,Colombia,Lima,2,70.06,Efectivo,móvil,1
3640,Luis,43,2022-08-25,2022-09-27,Colombia,CDMX,7,252.44,,tablet,0
3641,Carlos,34,2022-06-28,2023-12-18,Perú,bogota,4,128.7,Efectivo,Pc,1
3642,Juan,41,2016-01-27,2019-02-28,COLOMBIA,Lima,6,68.87,paypal,,1
3643,,33,2017-08-26,2017-09-11,Perú,medellin,9,168.99,efectivo,Móvil,0
3644,María,23,2020-12-30,2024-04-03,COLOMBIA,medellin,4,14.8,,móvil,1
3645,Laura,46,2017-11-21,2022-08-04,Colombia,Buenos Aires,3,217.15,Tarjeta,pc,1
3646,,34,2021-02-06,2025-06-28,mexico,cdmx,5,31.87,Tarjeta,tablet,0
3647,Carlos,41,2022-03-11,2026-12-22,mexico,,6,65.62,Tarjeta,Móvil,1
3648,desconocido,33,2022-10-16,2023-10-15,COLOMBIA,bogota,3,66.29,Efectivo,Pc,1
3649,María,40,2015-09-26,2018-02-17,ARGENTINA,CDMX,8,125.42,paypal,tablet,1
3650,Sofía,34,2022-02-13,2027-05-23,peru,cdmx,9,612.19,Tarjeta,,0
3651,Ana,33,2022-05-04,2024-11-17,México,Buenos Aires,6,78.51,tarjeta,tablet,0
3652,María,35,2020-07-22,2021-09-20,peru,medellin,4,66.07,tarjeta,móvil,1
3653,Juan,70,2015-10-02,2017-10-06,argentina,Lima,7,36.98,,Móvil,0
3654,Juan,44,2017-01-12,2020-02-25,México,Lima,4,99.51,efectivo,tablet,0
3655,Carlos,66,2015-03-27,2019-03-04,mexico,medellin,4,40.19,paypal,tablet,1
3656,Luis,34,2016-02-08,2021-01-22,Perú,Bogotá,5,29.65,Tarjeta,Móvil,1
3657,Juan,31,2021-02-17,2024-06-04,México,Medellín,2,389.48,paypal,Pc,1
3658,Juan,22,2020-08-07,2020-09-07,mexico,bogota,3,10.81,tarjeta,móvil,0
3659,desconocido,54,2017-11-20,2018-09-08,México,Medellín,7,248.14,,tablet,1
3660,Carlos,24,2020-11-24,2021-12-09,mexico,CDMX,5,45.27,Tarjeta,,1
3661,María,56,2020-03-09,2025-06-25,argentina,Bogotá,5,2.36,Efectivo,Móvil,0
3662,Luis,22,2022-04-23,2025-05-22,argentina,CDMX,2,317.09,tarjeta,pc,1
3663,,45,2015-10-03,2016-09-28,colombia,bogota,6,242.32,efectivo,,1
3664,Ana,15,2016-10-12,2021-06-09,COLOMBIA,medellin,7,81.38,Tarjeta,,1
3665,Laura,29,2019-06-10,2019-07-31,mexico,cdmx,5,16.53,efectivo,Pc,0
3666,Sofía,35,2022-02-16,2022-01-25,Colombia,,7,89.47,,móvil,1
3667,Juan,27,2018-01-10,2021-02-06,México,cdmx,6,40.01,paypal,pc,1
3668,Carlos,32,2020-03-28,2024-11-07,argentina,bogota,3,539.14,efectivo,Pc,0
3669,Laura,33,2022-02-27,2027-06-05,Colombia,Buenos Aires,4,150.84,efectivo,tablet,0
3670,Sofía,44,2016-08-08,2021-05-10,ARGENTINA,CDMX,7,663.98,Efectivo,móvil,1
3671,Sofía,9,2015-05-09,2018-11-26,Perú,,2,86.56,efectivo,Pc,0
3672,,28,2015-09-13,2018-05-15,peru,,8,162.59,Efectivo,Pc,0
3673,,50,,,argentina,medellin,5,42.17,efectivo,,1
3674,,41,2018-03-06,2022-05-31,Colombia,Bogotá,1,330.5,Efectivo,Pc,1
3675,Pedro,50,2022-12-20,2023-10-26,México,,4,8.39,tarjeta,Pc,0
3676,Pedro,44,2021-07-30,2026-10-20,mexico,,2,237.89,Efectivo,pc,0
3677,Sofía,21,2019-07-06,2023-04-29,argentina,Buenos Aires,5,99.4,tarjeta,móvil,1
3678,,42,2021-01-02,2023-11-03,colombia,CDMX,6,172.75,tarjeta,tablet,0
3679,desconocido,36,2020-08-09,2024-07-27,COLOMBIA,CDMX,7,179.42,,móvil,1
3680,Juan,62,2015-09-17,2017-08-01,,cdmx,3,248.12,Tarjeta,,0
3681,Laura,44,2020-11-04,2023-06-29,argentina,Bogotá,5,45.7,tarjeta,pc,1
3682,Laura,41,2017-04-22,2020-12-02,México,,3,151.6,Tarjeta,móvil,0
3683,Pedro,43,2020-05-25,2025-08-16,mexico,CDMX,8,111.35,Efectivo,pc,0
3684,Sofía,40,2015-09-22,2019-11-08,peru,Lima,6,66.31,,pc,0
3685,Carlos,40,2016-01-27,2017-10-30,México,Buenos Aires,5,136.93,paypal,pc,0
3686,María,31,2021-03-29,2026-08-13,COLOMBIA,CDMX,6,607.37,Tarjeta,pc,1
3687,María,41,2017-06-19,2022-09-21,México,Medellín,8,594.74,,Pc,1
3688,Pedro,46,2016-08-10,2018-02-22,mexico,cdmx,8,65.37,paypal,móvil,0
3689,Carlos,47,2021-10-30,2026-07-23,colombia,Lima,4,431.19,,Móvil,1
3690,Pedro,46,2018-02-26,2020-06-25,colombia,medellin,1,418.72,Efectivo,pc,0
3691,María,53,2018-07-18,2018-05-03,Perú,,8,57.43,Tarjeta,pc,1
3692,Carlos,48,2016-04-10,2020-06-04,mexico,medellin,6,182.73,Efectivo,móvil,1
3693,,42,2018-04-08,2018-01-15,colombia,bogota,2,407.95,paypal,Pc,1
3694,Sofía,21,2020-12-15,2022-03-29,peru,,7,144.72,Efectivo,tablet,0
3695,Laura,21,2020-05-26,2022-11-28,colombia,medellin,2,92.33,paypal,pc,0
3696,desconocido,32,2017-11-15,2021-04-23,argentina,medellin,8,-100.0,tarjeta,Pc,0
3697,Luis,35,2022-03-05,2026-04-05,ARGENTINA,Bogotá,6,37.85,paypal,,0
3698,Sofía,51,2022-01-02,2024-01-02,COLOMBIA,bogota,5,35.28,paypal,Pc,0
3699,,1,2016-05-02,2018-11-23,Perú,Medellín,6,357.53,tarjeta,Móvil,0
3700,María,22,2022-03-11,2027-03-17,México,Lima,5,8.56,Tarjeta,pc,0
3701,,32,2017-08-07,2020-11-25,COLOMBIA,,6,325.55,efectivo,Pc,1
3702,Pedro,23,2016-02-10,2020-08-19,México,CDMX,2,68.64,Tarjeta,Móvil,1
3703,Carlos,25,2017-11-15,2019-12-26,,medellin,2,131.99,efectivo,Pc,1
3704,Laura,29,2018-01-11,2020-01-15,Perú,bogota,10,156.84,tarjeta,,1
3705,Juan,23,2015-12-30,2018-01-24,Perú,Lima,5,291.4,Tarjeta,,0
3706,Pedro,25,2018-10-22,2021-03-09,ARGENTINA,cdmx,6,430.59,Efectivo,Móvil,1
3707,Sofía,51,2017-12-19,2019-04-25,argentina,Lima,4,326.16,,,0
3708,Pedro,42,2016-07-04,2016-12-05,mexico,Buenos Aires,4,169.89,Efectivo,Móvil,0
3709,Sofía,44,2019-07-17,2020-11-30,México,,10,85.55,Tarjeta,,1
3710,Juan,34,2015-10-19,2018-06-10,México,CDMX,4,149.55,Efectivo,Móvil,1
3711,Ana,47,2022-10-07,2027-06-14,,CDMX,5,6.1,tarjeta,Pc,0
3712,Laura,45,2020-05-14,2025-02-16,Colombia,medellin,6,56.2,Efectivo,tablet,1
3713,desconocido,42,2022-11-03,2027-07-09,Perú,Medellín,3,91.19,,móvil,1
3714,desconocido,27,2019-12-23,2023-02-22,Perú,Lima,3,77.06,,Móvil,0
3715,Luis,29,2015-07-10,2017-11-21,ARGENTINA,CDMX,2,20.0,Efectivo,,1
3716,,47,2016-04-05,2020-09-28,ARGENTINA,Lima,6,10.42,efectivo,pc,0
3717,Ana,28,2022-06-04,2023-06-23,mexico,bogota,10,109.19,,móvil,1
3718,desconocido,19,2020-04-03,2020-02-01,México,,7,15.55,efectivo,tablet,0
3719,Pedro,28,2021-03-30,2020-12-30,Perú,,6,67.43,paypal,móvil,1
3720,,53,2021-11-26,2023-05-03,,,5,128.8,tarjeta,móvil,1
3721,Ana,28,2022-05-29,2023-04-02,Perú,CDMX,6,47.13,Efectivo,tablet,0
3722,Carlos,38,2015-09-28,2021-01-06,,,9,16.58,tarjeta,pc,1
3723,Carlos,27,2018-03-03,2020-12-14,argentina,Bogotá,5,113.17,tarjeta,Móvil,0
3724,,44,2015-06-20,2016-11-05,argentina,bogota,7,119.01,efectivo,Pc,1
3725,Sofía,41,2018-12-09,2021-04-25,Colombia,CDMX,8,494.47,,pc,1
3726,Sofía,17,2015-01-28,2015-04-02,ARGENTINA,CDMX,1,27.36,Efectivo,,0
3727,Pedro,38,2015-05-16,2016-04-16,mexico,cdmx,3,190.9,paypal,pc,0
3728,Ana,14,2021-09-18,2026-01-14,colombia,Buenos Aires,5,77.05,Tarjeta,Móvil,0
3729,Ana,28,2017-06-06,2022-02-09,colombia,Bogotá,6,26.39,paypal,pc,0
3730,,34,2019-03-09,2022-10-08,México,,5,99.89,efectivo,,0
3731,María,57,2018-06-18,2023-08-08,Perú,medellin,6,111.7,paypal,pc,0
3732,Carlos,38,2017-05-05,2020-03-31,México,Buenos Aires,3,90.37,efectivo,,0
3733,Ana,25,2021-10-27,2023-10-10,COLOMBIA,CDMX,3,290.26,efectivo,móvil,1
3734,,31,2021-10-17,2026-07-12,Perú,Bogotá,5,365.53,tarjeta,móvil,1
3735,Juan,46,2018-06-05,2018-12-14,colombia,,1,32.21,,tablet,1
3736,Luis,25,2016-05-23,2020-03-21,colombia,Buenos Aires,6,36.76,Efectivo,,0
3737,Juan,48,2018-08-19,2019-08-15,Colombia,CDMX,7,109.37,Tarjeta,tablet,0
3738,Laura,28,2020-09-12,2026-02-24,colombia,medellin,7,77.19,efectivo,tablet,1
3739,Pedro,24,,,ARGENTINA,Buenos Aires,5,342.49,efectivo,Pc,0
3740,Ana,29,2015-12-28,2018-09-29,mexico,,6,1149.62,tarjeta,Móvil,1
3741,Laura,15,2018-05-03,2021-12-27,Perú,Lima,7,39.96,Tarjeta,Pc,0
3742,desconocido,8,2016-08-28,2018-04-30,México,medellin,6,287.55,efectivo,Pc,0
3743,Laura,34,2020-02-07,2024-05-03,Perú,Lima,8,186.91,Efectivo,tablet,0
3744,,34,2018-08-24,2018-08-12,Perú,cdmx,3,206.8,Efectivo,Móvil,0
3745,Ana,38,2019-07-29,2023-11-08,colombia,Medellín,7,61.43,tarjeta,Pc,1
3746,Luis,33,2016-12-16,2019-07-15,colombia,Medellín,4,20.45,efectivo,móvil,0
3747,,62,2021-04-16,2026-04-23,COLOMBIA,Bogotá,4,156.73,Tarjeta,Pc,1
3748,,37,2021-01-03,2021-11-20,,CDMX,8,190.13,tarjeta,móvil,0
3749,Pedro,18,2015-12-14,2018-01-27,Colombia,Buenos Aires,9,659.63,tarjeta,Pc,0
3750,Pedro,21,2018-07-01,2019-02-23,Perú,cdmx,8,224.93,paypal,,1
3751,Carlos,35,2016-02-03,2016-07-17,COLOMBIA,Buenos Aires,2,117.28,tarjeta,,1
3752,Carlos,29,2018-09-19,2022-03-20,Perú,Lima,10,1023.24,paypal,Móvil,0
3753,Sofía,20,2018-04-14,2022-12-23,ARGENTINA,bogota,4,93.44,paypal,,1
3754,María,34,2020-12-12,2021-07-20,colombia,Buenos Aires,5,35.48,,móvil,0
3755,Ana,34,2022-09-11,2024-09-29,COLOMBIA,medellin,4,192.46,efectivo,,1
3756,Ana,54,2021-09-11,2023-05-22,peru,CDMX,5,61.92,Efectivo,móvil,0
3757,Laura,24,2020-12-18,2023-05-28,ARGENTINA,Buenos Aires,1,510.74,Tarjeta,tablet,0
3758,Ana,29,2019-05-05,2024-01-07,México,CDMX,3,111.68,,móvil,0
3759,Ana,54,2022-04-06,2023-12-13,COLOMBIA,CDMX,4,32.41,tarjeta,,0
3760,María,38,2017-04-01,2019-09-02,argentina,cdmx,5,30.54,,Pc,1
3761,desconocido,23,2017-06-20,2022-07-03,México,Lima,2,209.76,efectivo,Pc,1
3762,Carlos,26,2017-08-02,2019-10-06,peru,,8,91.11,Tarjeta,tablet,0
3763,Carlos,20,2022-08-11,2025-07-22,Colombia,Lima,3,90.42,tarjeta,pc,1
3764,Luis,35,2020-02-13,2024-09-15,mexico,cdmx,3,189.52,Efectivo,móvil,0
3765,Ana,47,2015-11-30,2019-08-20,colombia,medellin,5,50.08,Efectivo,móvil,1
3766,María,54,2017-11-09,2022-01-02,mexico,bogota,4,31.43,paypal,móvil,1
3767,Carlos,17,2021-03-02,2024-02-07,colombia,,2,214.16,paypal,Pc,0
3768,María,45,2015-12-21,2017-03-06,mexico,CDMX,8,1.05,Tarjeta,Móvil,1
3769,Juan,36,2018-04-11,2019-09-27,Colombia,CDMX,5,475.82,tarjeta,Móvil,1
3770,desconocido,31,2018-04-27,2021-09-27,peru,Medellín,13,40.42,paypal,Móvil,1
3771,Ana,29,2017-04-03,2018-11-21,peru,Medellín,3,118.79,efectivo,tablet,1
3772,Luis,11,2017-10-22,2022-11-17,argentina,Bogotá,9,47.52,,tablet,0
3773,Laura,42,2020-03-11,2024-04-23,ARGENTINA,CDMX,5,49.24,,Pc,0
3774,Carlos,19,2015-06-17,2016-07-18,argentina,Medellín,3,360.36,,Móvil,1
3775,Juan,26,2021-08-12,2023-04-25,colombia,bogota,4,175.91,paypal,pc,0
3776,María,40,2016-06-19,2021-01-18,COLOMBIA,,7,74.63,Tarjeta,,0
3777,Pedro,13,2020-05-02,2023-10-17,peru,cdmx,7,57.83,efectivo,móvil,1
3778,,19,2022-03-12,2022-10-05,colombia,Medellín,2,47.87,Efectivo,Móvil,0
3779,Ana,49,2019-06-08,2021-07-30,argentina,Lima,2,161.69,efectivo,pc,1
3780,Ana,36,2017-08-07,2020-10-14,peru,,4,262.45,,móvil,0
3781,Juan,27,2015-07-26,2015-12-25,colombia,,4,58.48,Tarjeta,móvil,0
3782,María,36,2016-06-27,2018-10-10,,Bogotá,-5,80.78,Efectivo,tablet,1
3783,Sofía,43,2015-05-09,2018-06-25,Colombia,bogota,4,254.85,tarjeta,pc,1
3784,Ana,48,2019-01-10,2023-07-20,peru,Buenos Aires,9,267.33,Tarjeta,Móvil,0
3785,Sofía,21,2022-04-15,2026-10-08,,Bogotá,6,46.47,paypal,Móvil,0
3786,Pedro,22,2020-09-13,2023-04-23,argentina,Medellín,7,96.32,Tarjeta,Pc,0
3787,Juan,42,2022-11-06,2023-12-04,México,Lima,8,407.98,Tarjeta,pc,0
3788,María,42,2021-02-24,2023-07-02,colombia,Buenos Aires,2,269.56,Tarjeta,móvil,0
3789,María,18,2020-01-11,2025-04-15,,CDMX,4,35.47,Efectivo,,0
3790,desconocido,23,2015-03-18,2019-09-20,Colombia,bogota,2,97.54,Tarjeta,tablet,1
3791,,32,2016-01-04,2018-12-16,mexico,Medellín,4,724.57,tarjeta,Pc,0
3792,Carlos,35,2022-11-20,2025-04-29,mexico,,7,149.05,Tarjeta,tablet,0
3793,Carlos,35,2016-06-09,2018-09-13,Perú,Lima,7,254.13,paypal,móvil,1
3794,Laura,18,2015-12-15,2021-04-26,Colombia,Bogotá,2,19.31,,móvil,0
3795,Luis,35,2016-05-20,2019-06-03,Perú,Medellín,2,357.37,efectivo,,1
3796,Juan,26,2016-10-04,2019-01-13,Perú,,2,185.67,Efectivo,tablet,0
3797,Pedro,21,2015-08-26,2020-08-24,Perú,Lima,6,38.62,paypal,Pc,0
3798,María,34,2018-07-27,2021-06-19,COLOMBIA,bogota,2,95.68,tarjeta,móvil,1
3799,,33,2019-05-20,2021-03-06,peru,cdmx,9,17.34,Tarjeta,Móvil,0
3800,Sofía,44,2018-12-26,2021-08-06,peru,,3,300.13,Efectivo,Móvil,1
3801,Juan,24,2020-12-25,2021-12-15,mexico,medellin,5,273.2,,Móvil,0
3802,Laura,37,2022-04-13,2022-09-18,colombia,bogota,3,134.76,Efectivo,,1
3803,Juan,16,2019-08-01,2020-06-26,ARGENTINA,Medellín,1,120.3,Efectivo,Pc,0
3804,Laura,31,2022-06-20,2027-07-28,Colombia,Lima,8,124.51,,Pc,0
3805,María,40,2020-01-21,2025-03-08,ARGENTINA,medellin,2,7.64,,pc,0
3806,Luis,41,2020-01-29,2021-07-28,argentina,Lima,6,91.85,paypal,pc,0
3807,Laura,41,2022-11-26,2023-11-07,colombia,CDMX,10,27.51,,,0
3808,María,44,2015-12-21,2018-09-28,Perú,Buenos Aires,9,40.86,efectivo,,1
3809,María,29,2022-03-10,2022-06-12,,Buenos Aires,6,654.65,efectivo,Móvil,0
3810,Luis,40,2022-12-04,2026-08-02,COLOMBIA,CDMX,3,60.7,,,1
3811,Carlos,57,2016-07-12,2019-05-23,,Lima,2,132.18,tarjeta,tablet,1
3812,Juan,-5,2022-12-06,2025-10-10,,cdmx,4,437.48,,tablet,1
3813,Ana,51,2020-04-01,2020-07-05,ARGENTINA,Buenos Aires,4,106.71,paypal,Móvil,1
3814,Ana,45,2018-06-08,2023-11-12,México,,6,150.42,paypal,pc,1
3815,Sofía,31,2019-08-09,2021-02-03,COLOMBIA,CDMX,1,36.97,paypal,Pc,0
3816,Sofía,32,2018-03-15,2020-10-04,argentina,Lima,3,67.12,,tablet,0
3817,Ana,36,2018-03-21,2022-09-29,COLOMBIA,Bogotá,3,141.09,Tarjeta,Pc,0
3818,Pedro,44,2019-12-20,2020-07-28,Perú,Buenos Aires,4,90.8,paypal,Móvil,1
3819,Ana,39,2020-12-27,2025-05-06,Perú,Medellín,3,7.8,paypal,Pc,1
3820,Sofía,29,2016-10-24,2019-04-28,Perú,Bogotá,6,102.44,Efectivo,tablet,1
3821,,10,2015-01-21,2016-07-23,colombia,cdmx,3,337.59,,,1
3822,Sofía,43,2020-10-12,2025-03-02,México,Buenos Aires,5,24.67,,pc,1
3823,Pedro,11,2018-05-26,2020-05-25,colombia,Medellín,6,3.78,Efectivo,tablet,1
3824,Juan,18,2015-06-11,2015-09-07,Perú,Bogotá,1,25.27,Efectivo,móvil,1
3825,Ana,30,2015-05-10,2019-03-20,argentina,Medellín,7,232.23,paypal,Pc,1
3826,Luis,20,2022-03-13,2022-03-04,Perú,CDMX,4,316.6,paypal,Pc,0
3827,,38,2020-05-04,2025-04-19,colombia,Buenos Aires,3,9.99,,Pc,0
3828,María,31,2015-08-13,2019-09-01,COLOMBIA,,4,437.05,Efectivo,Móvil,1
3829,Pedro,44,2019-11-17,2023-06-17,,,1,197.41,tarjeta,Móvil,1
3830,Sofía,15,2016-08-02,2016-10-15,COLOMBIA,medellin,4,146.02,tarjeta,tablet,1
3831,Luis,27,2019-01-17,2023-06-01,Perú,Buenos Aires,1,58.5,efectivo,pc,0
3832,Laura,35,2015-04-17,2016-04-24,mexico,CDMX,2,92.95,Tarjeta,móvil,1
3833,Carlos,35,2022-04-22,2027-04-30,COLOMBIA,Medellín,3,587.39,Tarjeta,pc,1
3834,Ana,43,2017-04-19,2017-10-05,peru,CDMX,4,485.06,efectivo,,0
3835,Carlos,24,2018-03-10,2023-07-06,,bogota,8,196.41,Efectivo,pc,1
3836,Pedro,29,2022-03-09,2023-10-23,peru,cdmx,5,172.98,Efectivo,móvil,0
3837,Laura,41,2018-03-03,2018-12-03,,Bogotá,5,47.28,paypal,Móvil,0
3838,Laura,8,2021-02-24,2024-10-01,México,cdmx,6,612.71,Tarjeta,Pc,0
3839,Laura,39,2022-01-01,2027-06-07,peru,CDMX,5,281.62,paypal,Móvil,0
3840,María,44,2016-10-28,2019-12-07,COLOMBIA,,6,96.34,paypal,Pc,1
3841,Pedro,18,2020-10-27,2025-12-11,,Lima,12,338.38,Tarjeta,Pc,0
3842,Juan,31,2020-05-25,2020-06-27,México,cdmx,4,47.62,Efectivo,Móvil,0
3843,Carlos,52,2016-05-26,2018-08-27,ARGENTINA,Lima,2,47.96,tarjeta,pc,1
3844,Juan,42,2015-09-07,2017-04-18,mexico,CDMX,3,313.05,Efectivo,Pc,1
3845,Luis,40,2017-06-07,2021-10-25,Colombia,Bogotá,7,163.88,Efectivo,Móvil,1
3846,desconocido,46,2017-10-20,2023-01-31,México,,4,162.31,paypal,pc,0
3847,,56,2016-08-21,2021-06-28,COLOMBIA,CDMX,7,170.51,paypal,móvil,0
3848,,35,2017-01-22,2019-02-01,COLOMBIA,medellin,5,26.89,paypal,Pc,0
3849,Juan,30,2016-08-22,2019-01-26,mexico,cdmx,1,86.02,Tarjeta,pc,1
3850,desconocido,46,2021-12-05,2025-08-27,mexico,CDMX,4,170.23,Tarjeta,Pc,0
3851,desconocido,32,2022-11-23,2024-11-30,México,Bogotá,9,56.89,efectivo,,0
3852,Ana,23,2021-01-28,2024-10-10,Perú,bogota,4,140.24,paypal,pc,0
3853,Luis,28,2022-12-26,2024-10-03,mexico,medellin,7,162.85,Tarjeta,móvil,1
3854,Pedro,38,2020-08-26,2023-01-08,Perú,Buenos Aires,6,572.29,efectivo,Pc,0
3855,desconocido,29,2019-10-25,2024-10-24,ARGENTINA,CDMX,1,56.41,,Móvil,0
3856,Sofía,30,2018-08-10,2023-11-30,COLOMBIA,Lima,3,115.73,paypal,,1
3857,,22,2021-09-07,2021-10-21,México,bogota,5,798.12,paypal,,1
3858,Sofía,52,2020-01-20,2024-11-04,mexico,Buenos Aires,7,41.35,tarjeta,,1
3859,Luis,30,2018-05-27,2020-02-20,ARGENTINA,CDMX,2,302.84,Tarjeta,pc,1
3860,desconocido,26,2015-08-22,2016-10-22,México,medellin,7,39.0,efectivo,móvil,0
3861,Carlos,27,2018-11-14,2022-06-17,,,6,379.49,paypal,Pc,0
3862,,44,2021-04-14,2024-01-27,Colombia,cdmx,4,133.88,Tarjeta,móvil,0
3863,Ana,41,2020-04-09,2021-03-04,,medellin,7,716.27,efectivo,móvil,0
3864,Ana,28,2020-09-30,2023-05-18,colombia,Buenos Aires,8,37.28,tarjeta,Pc,0
3865,Laura,35,2020-08-24,2024-04-01,Perú,Medellín,5,232.9,efectivo,Pc,0
3866,María,38,2016-03-16,2020-04-20,colombia,bogota,3,237.67,paypal,pc,1
3867,desconocido,26,2018-02-09,2023-01-11,argentina,Lima,3,253.79,Efectivo,,0
3868,Luis,16,2022-07-06,2027-02-09,ARGENTINA,medellin,3,21.29,Efectivo,Móvil,1
3869,,41,2015-01-07,2016-02-28,Perú,medellin,5,68.09,tarjeta,,0
3870,María,27,2019-05-06,2022-11-26,ARGENTINA,,6,82.5,,,0
3871,Luis,40,2017-04-05,2017-06-08,,bogota,3,78.4,paypal,móvil,1
3872,Juan,38,2018-06-22,2023-11-15,peru,Bogotá,9,224.8,paypal,,1
3873,desconocido,35,2018-08-03,2021-06-14,Perú,Lima,6,11.28,Tarjeta,Pc,1
3874,Pedro,29,2019-06-16,2019-07-14,COLOMBIA,Buenos Aires,7,261.92,Efectivo,móvil,0
3875,Pedro,27,2017-11-02,2022-02-06,ARGENTINA,Medellín,5,149.56,Tarjeta,,1
3876,desconocido,21,2018-03-15,2020-09-17,COLOMBIA,bogota,8,37.99,paypal,pc,1
3877,Laura,27,2016-04-22,2017-08-29,peru,medellin,5,51.27,tarjeta,pc,0
3878,Laura,41,2022-05-02,2025-09-15,mexico,bogota,5,20.54,,pc,1
3879,Pedro,51,2016-12-15,2017-03-06,ARGENTINA,bogota,3,122.89,Efectivo,Móvil,0
3880,Carlos,50,2019-08-04,2023-09-23,colombia,CDMX,5,180.73,Tarjeta,tablet,1
3881,,36,2020-12-02,2022-09-06,ARGENTINA,CDMX,5,173.96,tarjeta,tablet,1
3882,Pedro,51,2016-05-23,2021-02-24,mexico,Buenos Aires,5,655.98,paypal,,1
3883,Carlos,31,2020-10-05,2026-03-18,,,7,70.19,efectivo,tablet,1
3884,María,19,2016-01-17,2021-02-11,México,bogota,7,287.16,efectivo,Móvil,1
3885,Carlos,58,2018-03-26,2019-08-12,colombia,Bogotá,7,256.8,Efectivo,Móvil,1
3886,María,41,2020-01-20,2024-09-04,colombia,Medellín,4,12.66,,móvil,0
3887,Luis,16,2018-04-01,2022-05-23,peru,cdmx,5,531.87,,móvil,1
3888,Sofía,53,2015-10-02,2016-03-12,,CDMX,9,535.61,tarjeta,pc,0
3889,Luis,26,2019-09-15,2021-03-28,colombia,Buenos Aires,5,100.95,Tarjeta,Móvil,0
3890,Pedro,28,2018-01-05,2021-05-04,Colombia,Buenos Aires,4,108.15,tarjeta,,1
3891,María,47,2020-02-04,2022-01-25,COLOMBIA,bogota,4,342.51,Efectivo,tablet,1
3892,Pedro,51,2020-09-22,2026-02-15,Perú,,9,136.65,paypal,tablet,0
3893,desconocido,-5,2016-12-18,2020-05-17,Colombia,medellin,9,321.09,,móvil,1
3894,,52,2015-11-14,2021-02-14,México,Bogotá,6,7.36,tarjeta,pc,0
3895,Ana,45,2016-06-17,2018-06-02,ARGENTINA,bogota,3,57.61,Efectivo,pc,0
3896,Pedro,25,2019-05-28,2020-12-29,,cdmx,7,19.1,Efectivo,,0
3897,,32,2019-11-12,2022-11-09,argentina,CDMX,5,121.1,Tarjeta,Pc,1
3898,Carlos,53,2021-04-03,2020-12-25,argentina,Lima,4,385.05,paypal,Móvil,1
3899,Luis,16,2022-01-08,2023-06-30,Colombia,,8,168.7,tarjeta,tablet,1
3900,Carlos,51,2018-05-29,2019-09-30,colombia,cdmx,8,146.93,Efectivo,,0
3901,Ana,45,2018-08-26,2018-12-05,ARGENTINA,cdmx,4,91.17,paypal,tablet,0
3902,María,41,2018-04-15,2020-10-05,,bogota,3,13.14,Tarjeta,móvil,1
3903,desconocido,36,2019-11-30,2023-03-26,mexico,Lima,8,290.84,Efectivo,móvil,0
3904,,58,2020-09-16,2025-12-24,ARGENTINA,bogota,8,169.15,Tarjeta,Móvil,0
3905,desconocido,60,2022-05-25,2027-01-22,Perú,Lima,6,534.63,paypal,,1
3906,Sofía,27,2018-12-25,2019-01-19,peru,Buenos Aires,7,113.11,Tarjeta,,0
3907,Pedro,42,2020-04-17,2025-10-04,,Bogotá,7,102.67,tarjeta,móvil,1
3908,María,57,2017-01-16,2019-01-31,ARGENTINA,,4,732.62,Tarjeta,,0
3909,Sofía,25,2017-04-20,2021-12-11,,Buenos Aires,7,30.43,efectivo,móvil,0
3910,Juan,37,2021-10-31,2022-01-17,mexico,,3,58.17,efectivo,tablet,1
3911,Pedro,47,2019-02-27,2023-04-11,colombia,CDMX,7,133.95,efectivo,Móvil,0
3912,Carlos,10,2022-06-24,2027-05-31,México,medellin,6,148.28,efectivo,tablet,0
3913,Luis,44,2020-12-12,2022-01-08,peru,Bogotá,2,159.13,tarjeta,tablet,1
3914,,21,2017-12-24,2020-05-05,peru,,5,47.68,Efectivo,móvil,0
3915,Ana,37,2017-03-03,2020-02-28,colombia,medellin,3,523.04,efectivo,tablet,0
3916,Ana,48,2022-10-02,2027-12-01,Perú,medellin,6,243.14,,Móvil,0
